time,open,high,low,close,volume
2025-10-02T21:25,6772.5,6773.25,6771.5,6772.75,1053.0
2025-10-02T21:40,6772.75,6776.5,6772.25,6776.25,1264.0
2025-10-02T21:55,6776.25,6777.75,6775.75,6777.75,1323.0
2025-10-02T22:10,6777.75,6777.75,6773.75,6774.75,1587.0
2025-10-02T22:25,6774.75,6776.25,6774.75,6775.75,712.0
2025-10-02T22:40,6776.0,6777.75,6775.5,6777.0,786.0
2025-10-02T22:55,6777.0,6777.25,6775.5,6776.5,693.0
2025-10-02T23:10,6776.75,6778.25,6776.25,6777.5,809.0
2025-10-02T23:25,6777.25,6777.75,6776.5,6777.0,803.0
2025-10-02T23:40,6777.0,6778.25,6776.75,6778.0,541.0
2025-10-02T23:55,6778.0,6780.75,6777.5,6780.0,1427.0
2025-10-03T00:10,6779.75,6781.5,6779.75,6780.0,823.0
2025-10-03T00:25,6780.25,6780.25,6779.25,6779.75,618.0
2025-10-03T00:40,6779.75,6781.5,6779.5,6781.25,644.0
2025-10-03T00:55,6781.5,6781.5,6780.25,6781.25,560.0
2025-10-03T01:10,6781.25,6783.0,6781.0,6782.0,1383.0
2025-10-03T01:25,6782.0,6783.75,6781.0,6783.5,949.0
2025-10-03T01:40,6783.5,6784.25,6783.0,6784.25,1079.0
2025-10-03T01:55,6784.25,6784.25,6780.25,6780.5,936.0
2025-10-03T02:10,6780.25,6782.0,6776.75,6781.0,1988.0
2025-10-03T02:25,6780.75,6782.75,6780.5,6782.25,1134.0
2025-10-03T02:40,6782.25,6784.75,6782.25,6782.75,1873.0
2025-10-03T02:55,6782.75,6784.25,6781.25,6783.0,1528.0
2025-10-03T03:10,6783.25,6785.75,6782.25,6783.5,3644.0
2025-10-03T03:25,6783.5,6785.0,6782.25,6782.75,1920.0
2025-10-03T03:40,6782.75,6784.75,6782.0,6783.25,1901.0
2025-10-03T03:55,6783.25,6784.75,6782.75,6784.25,1900.0
2025-10-03T04:10,6784.0,6785.25,6782.5,6784.0,3285.0
2025-10-03T04:25,6784.0,6784.75,6782.5,6783.75,1613.0
2025-10-03T04:40,6783.75,6784.25,6782.5,6783.5,1935.0
2025-10-03T04:55,6783.5,6784.5,6783.0,6784.5,1741.0
2025-10-03T05:10,6784.5,6785.5,6783.25,6784.25,2488.0
2025-10-03T05:25,6784.5,6784.5,6782.5,6783.5,1705.0
2025-10-03T05:40,6783.5,6786.5,6783.25,6785.0,2970.0
2025-10-03T05:55,6784.75,6787.5,6784.75,6787.25,1841.0
2025-10-03T06:10,6787.25,6787.5,6784.75,6785.5,1757.0
2025-10-03T06:25,6785.75,6786.0,6783.25,6783.75,1372.0
2025-10-03T06:40,6783.75,6784.25,6779.75,6782.0,2304.0
2025-10-03T06:55,6782.0,6782.75,6779.75,6780.25,1350.0
2025-10-03T07:10,6780.0,6782.25,6778.5,6779.5,1958.0
