time,open,high,low,close,volume
2025-09-30T02:40,6713.0,6713.25,6711.25,6712.0,490.0
2025-09-30T02:45,6712.0,6712.25,6709.75,6710.25,510.0
2025-09-30T02:50,6710.0,6710.25,6707.75,6708.0,653.0
2025-09-30T02:55,6708.0,6708.5,6705.25,6705.75,1118.0
2025-09-30T03:00,6705.75,6707.25,6704.0,6705.0,1354.0
2025-09-30T03:05,6705.0,6705.25,6702.0,6703.75,1419.0
2025-09-30T03:10,6703.75,6704.75,6702.0,6702.75,1103.0
2025-09-30T03:15,6702.5,6704.75,6700.75,6703.0,1188.0
2025-09-30T03:20,6702.75,6704.25,6702.5,6703.75,452.0
2025-09-30T03:25,6703.75,6705.75,6703.75,6704.75,779.0
2025-09-30T03:30,6704.75,6705.25,6699.0,6700.5,1288.0
2025-09-30T03:35,6700.5,6702.5,6699.25,6701.75,1139.0
2025-09-30T03:40,6701.5,6701.5,6694.25,6696.75,3529.0
2025-09-30T03:45,6697.0,6698.5,6695.5,6695.75,1552.0
2025-09-30T03:50,6696.0,6701.5,6696.0,6700.75,1629.0
2025-09-30T03:55,6700.75,6703.25,6700.25,6702.75,983.0
2025-09-30T04:00,6702.25,6702.25,6696.75,6698.25,1577.0
2025-09-30T04:05,6698.0,6699.75,6695.75,6699.0,1898.0
2025-09-30T04:10,6698.75,6701.5,6698.5,6699.5,1096.0
2025-09-30T04:15,6699.5,6702.75,6699.25,6700.5,1156.0
2025-09-30T04:20,6700.5,6702.25,6700.0,6700.25,539.0
2025-09-30T04:25,6700.25,6703.25,6700.25,6700.75,692.0
2025-09-30T04:30,6700.75,6703.25,6700.0,6703.0,575.0
2025-09-30T04:35,6703.25,6703.25,6701.0,6701.75,635.0
2025-09-30T04:40,6702.0,6702.75,6701.0,6702.0,747.0
2025-09-30T04:45,6702.25,6705.0,6701.5,6704.25,795.0
2025-09-30T04:50,6704.5,6705.25,6703.0,6703.5,879.0
2025-09-30T04:55,6703.75,6703.75,6702.0,6703.0,489.0
2025-09-30T05:00,6702.75,6703.5,6700.5,6701.5,1085.0
2025-09-30T05:05,6701.5,6704.0,6701.25,6701.5,596.0
2025-09-30T05:10,6701.75,6702.25,6701.0,6701.25,472.0
2025-09-30T05:15,6701.0,6702.5,6700.25,6702.25,753.0
2025-09-30T05:20,6702.25,6703.0,6701.25,6702.0,490.0
2025-09-30T05:25,6702.0,6703.5,6701.75,6703.25,629.0
2025-09-30T05:30,6703.25,6705.5,6703.25,6704.75,1766.0
2025-09-30T05:35,6704.75,6704.75,6702.0,6702.5,772.0
2025-09-30T05:40,6702.75,6703.5,6700.75,6702.0,582.0
2025-09-30T05:45,6702.25,6702.25,6700.25,6700.5,529.0
2025-09-30T05:50,6700.75,6702.0,6699.75,6700.75,844.0
2025-09-30T05:55,6700.75,6701.75,6700.75,6701.5,510.0
2025-09-30T06:00,6701.25,6703.25,6701.0,6703.25,764.0
2025-09-30T06:05,6703.0,6704.25,6703.0,6703.75,636.0
2025-09-30T06:10,6704.0,6704.0,6699.5,6699.75,823.0
2025-09-30T06:15,6700.0,6700.25,6696.75,6699.75,1716.0
2025-09-30T06:20,6700.0,6700.5,6698.0,6699.25,744.0
2025-09-30T06:25,6699.25,6699.75,6698.75,6699.0,389.0
2025-09-30T06:30,6699.0,6700.0,6698.75,6699.25,528.0
2025-09-30T06:35,6699.0,6699.0,6695.75,6698.25,882.0
2025-09-30T06:40,6698.0,6700.25,6697.25,6700.0,542.0
2025-09-30T06:45,6700.0,6702.25,6700.0,6701.75,777.0
2025-09-30T06:50,6701.75,6704.0,6701.25,6703.75,773.0
2025-09-30T06:55,6704.0,6704.25,6703.25,6703.25,622.0
2025-09-30T07:00,6703.25,6704.0,6701.75,6703.75,1210.0
2025-09-30T07:05,6703.75,6704.75,6702.5,6702.5,1312.0
2025-09-30T07:10,6702.5,6703.25,6700.25,6702.25,1012.0
2025-09-30T07:15,6702.0,6702.0,6700.0,6700.5,413.0
2025-09-30T07:20,6700.75,6701.75,6699.0,6700.5,681.0
2025-09-30T07:25,6700.5,6702.5,6700.5,6702.25,638.0
2025-09-30T07:30,6702.0,6703.0,6701.75,6702.5,732.0
2025-09-30T07:35,6702.25,6703.75,6701.75,6703.5,704.0
2025-09-30T07:40,6703.5,6703.75,6702.75,6703.25,411.0
2025-09-30T07:45,6703.25,6704.25,6702.5,6703.75,698.0
2025-09-30T07:50,6703.75,6703.75,6698.5,6701.25,2231.0
2025-09-30T07:55,6701.25,6702.5,6700.75,6701.5,737.0
2025-09-30T08:00,6701.5,6702.25,6698.75,6699.0,1205.0
2025-09-30T08:05,6699.0,6700.25,6698.5,6699.0,891.0
2025-09-30T08:10,6699.0,6699.5,6698.0,6699.0,945.0
2025-09-30T08:15,6698.75,6701.25,6698.25,6701.0,1005.0
2025-09-30T08:20,6701.25,6704.5,6701.0,6703.75,1623.0
2025-09-30T08:25,6703.75,6704.75,6703.25,6704.25,1161.0
2025-09-30T08:30,6704.5,6706.0,6703.5,6705.5,2659.0
2025-09-30T08:35,6705.75,6709.25,6704.5,6709.25,2564.0
2025-09-30T08:40,6709.25,6710.5,6707.75,6709.5,3371.0
2025-09-30T08:45,6709.5,6710.25,6709.0,6710.0,1530.0
2025-09-30T08:50,6709.75,6710.25,6709.0,6709.5,2254.0
2025-09-30T08:55,6709.5,6709.5,6707.25,6708.0,1877.0
2025-09-30T09:00,6708.25,6708.5,6705.75,6705.75,3265.0
2025-09-30T09:05,6705.75,6706.5,6704.0,6705.75,2225.0
2025-09-30T09:10,6705.5,6708.25,6705.25,6706.25,2166.0
2025-09-30T09:15,6706.25,6706.75,6705.0,6706.5,2302.0
2025-09-30T09:20,6706.25,6707.0,6705.25,6705.5,1427.0
2025-09-30T09:25,6705.5,6706.75,6703.5,6706.75,4618.0
2025-09-30T09:30,6706.75,6709.5,6701.25,6701.75,26700.0
2025-09-30T09:35,6701.75,6704.75,6699.5,6701.5,17770.0
2025-09-30T09:40,6701.75,6708.0,6701.25,6707.75,13996.0
2025-09-30T09:45,6708.0,6710.25,6702.0,6704.5,19647.0
2025-09-30T09:50,6704.25,6705.0,6698.25,6699.0,22501.0
2025-09-30T09:55,6698.75,6708.5,6696.75,6708.25,15730.0
2025-09-30T10:00,6707.75,6713.0,6707.5,6709.5,19993.0
2025-09-30T10:05,6709.5,6710.0,6701.0,6701.5,23140.0
2025-09-30T10:10,6701.25,6705.25,6699.75,6704.0,17260.0
2025-09-30T10:15,6704.25,6711.0,6703.75,6707.0,16336.0
2025-09-30T10:20,6707.0,6711.0,6704.5,6705.75,13545.0
2025-09-30T10:25,6705.75,6707.25,6703.5,6705.75,12648.0
2025-09-30T10:30,6706.0,6710.25,6702.25,6703.5,16465.0
2025-09-30T10:35,6703.5,6705.25,6694.25,6695.25,23166.0
2025-09-30T10:40,6695.0,6701.75,6694.0,6700.75,20158.0
2025-09-30T10:45,6700.75,6710.25,6700.75,6708.75,23257.0
2025-09-30T10:50,6709.0,6709.5,6704.75,6705.75,13968.0
2025-09-30T10:55,6705.75,6711.5,6705.5,6709.75,15389.0
2025-09-30T11:00,6709.5,6713.75,6708.75,6712.5,16299.0
2025-09-30T11:05,6712.5,6713.75,6708.75,6711.75,11593.0
2025-09-30T11:10,6711.75,6712.0,6705.5,6705.75,10426.0
2025-09-30T11:15,6706.0,6707.0,6701.0,6702.0,13634.0
2025-09-30T11:20,6702.0,6703.5,6698.25,6701.0,19376.0
2025-09-30T11:25,6700.75,6701.5,6693.0,6699.5,20641.0
2025-09-30T11:30,6699.25,6704.0,6698.5,6703.0,15388.0
2025-09-30T11:35,6702.75,6703.25,6696.75,6697.25,12738.0
2025-09-30T11:40,6697.25,6699.25,6695.75,6697.5,9794.0
2025-09-30T11:45,6697.5,6704.25,6697.0,6703.75,10555.0
2025-09-30T11:50,6704.0,6707.0,6702.5,6706.0,11308.0
2025-09-30T11:55,6706.0,6708.75,6702.0,6707.0,11310.0
2025-09-30T12:00,6707.25,6708.75,6705.25,6705.75,9533.0
2025-09-30T12:05,6705.5,6708.25,6702.75,6705.5,9361.0
2025-09-30T12:10,6705.5,6705.75,6703.0,6705.25,8166.0
2025-09-30T12:15,6705.25,6710.0,6704.25,6709.75,7281.0
2025-09-30T12:20,6709.75,6718.0,6709.75,6711.75,22059.0
2025-09-30T12:25,6711.75,6713.0,6709.0,6711.0,8992.0
2025-09-30T12:30,6711.25,6713.75,6710.75,6711.25,8562.0
2025-09-30T12:35,6711.25,6712.75,6709.75,6712.0,6148.0
2025-09-30T12:40,6712.0,6714.0,6709.75,6713.75,5971.0
2025-09-30T12:45,6713.75,6713.75,6707.75,6709.0,7764.0
2025-09-30T12:50,6709.25,6710.75,6706.75,6707.5,6439.0
2025-09-30T12:55,6707.75,6708.75,6703.0,6705.0,9979.0
2025-09-30T13:00,6705.0,6706.25,6702.5,6703.25,8739.0
2025-09-30T13:05,6703.0,6704.75,6701.75,6703.25,6961.0
2025-09-30T13:10,6703.25,6703.5,6697.5,6700.75,12266.0
2025-09-30T13:15,6700.5,6702.75,6699.25,6701.25,8682.0
2025-09-30T13:20,6701.0,6701.25,6696.25,6696.75,10267.0
